n,p,or,r,alpha,n.sim,prop.drivers
1000,0.1,1.5,0.25,0.00625,1000,0.6185
1500,0.1,1.5,0.25,0.00625,1000,0.75175
2000,0.1,1.5,0.25,0.00625,1000,0.797625
2500,0.1,1.5,0.25,0.00625,1000,0.817375
3000,0.1,1.5,0.25,0.00625,1000,0.8375
500,0.15,1.5,0.25,0.00625,1000,0.403125
1000,0.15,1.5,0.25,0.00625,1000,0.698625
1500,0.15,1.5,0.25,0.00625,1000,0.7915
2000,0.15,1.5,0.25,0.00625,1000,0.82425
2500,0.15,1.5,0.25,0.00625,1000,0.845875
3000,0.15,1.5,0.25,0.00625,1000,0.871
500,0.2,1.5,0.25,0.00625,1000,0.468875
1000,0.2,1.5,0.25,0.00625,1000,0.74275
1500,0.2,1.5,0.25,0.00625,1000,0.809
2000,0.2,1.5,0.25,0.00625,1000,0.8405
2500,0.2,1.5,0.25,0.00625,1000,0.87325
3000,0.2,1.5,0.25,0.00625,1000,0.889125
500,0.25,1.5,0.25,0.00625,1000,0.513125
1000,0.25,1.5,0.25,0.00625,1000,0.76475
1500,0.25,1.5,0.25,0.00625,1000,0.822
2000,0.25,1.5,0.25,0.00625,1000,0.8545
2500,0.25,1.5,0.25,0.00625,1000,0.88425
3000,0.25,1.5,0.25,0.00625,1000,0.9075
500,0.3,1.5,0.25,0.00625,1000,0.545
1000,0.3,1.5,0.25,0.00625,1000,0.7715
1500,0.3,1.5,0.25,0.00625,1000,0.832
2000,0.3,1.5,0.25,0.00625,1000,0.86075
2500,0.3,1.5,0.25,0.00625,1000,0.889875
3000,0.3,1.5,0.25,0.00625,1000,0.92475
500,0.05,1.75,0.25,0.00625,1000,0.429875
1000,0.05,1.75,0.25,0.00625,1000,0.720125
1500,0.05,1.75,0.25,0.00625,1000,0.79575
2000,0.05,1.75,0.25,0.00625,1000,0.82375
2500,0.05,1.75,0.25,0.00625,1000,0.845
3000,0.05,1.75,0.25,0.00625,1000,0.862875
500,0.1,1.75,0.25,0.00625,1000,0.5875
1000,0.1,1.75,0.25,0.00625,1000,0.787375
1500,0.1,1.75,0.25,0.00625,1000,0.829125
2000,0.1,1.75,0.25,0.00625,1000,0.863125
2500,0.1,1.75,0.25,0.00625,1000,0.88825
3000,0.1,1.75,0.25,0.00625,1000,0.913125
500,0.15,1.75,0.25,0.00625,1000,0.6525
1000,0.15,1.75,0.25,0.00625,1000,0.809375
1500,0.15,1.75,0.25,0.00625,1000,0.85625
2000,0.15,1.75,0.25,0.00625,1000,0.89075
2500,0.15,1.75,0.25,0.00625,1000,0.9215
3000,0.15,1.75,0.25,0.00625,1000,0.945875
500,0.2,1.75,0.25,0.00625,1000,0.687
1000,0.2,1.75,0.25,0.00625,1000,0.822875
1500,0.2,1.75,0.25,0.00625,1000,0.87175
2000,0.2,1.75,0.25,0.00625,1000,0.907125
2500,0.2,1.75,0.25,0.00625,1000,0.940125
3000,0.2,1.75,0.25,0.00625,1000,0.964875
500,0.25,1.75,0.25,0.00625,1000,0.71275
1000,0.25,1.75,0.25,0.00625,1000,0.833125
1500,0.25,1.75,0.25,0.00625,1000,0.884625
2000,0.25,1.75,0.25,0.00625,1000,0.92425
2500,0.25,1.75,0.25,0.00625,1000,0.954875
3000,0.25,1.75,0.25,0.00625,1000,0.969125
500,0.3,1.75,0.25,0.00625,1000,0.7285
1000,0.3,1.75,0.25,0.00625,1000,0.839
1500,0.3,1.75,0.25,0.00625,1000,0.888125
2000,0.3,1.75,0.25,0.00625,1000,0.93575
2500,0.3,1.75,0.25,0.00625,1000,0.96325
3000,0.3,1.75,0.25,0.00625,1000,0.97875
500,0.05,2,0.25,0.00625,1000,0.63025
1000,0.05,2,0.25,0.00625,1000,0.7975
1500,0.05,2,0.25,0.00625,1000,0.838375
2000,0.05,2,0.25,0.00625,1000,0.870125
2500,0.05,2,0.25,0.00625,1000,0.900375
3000,0.05,2,0.25,0.00625,1000,0.9285
500,0.1,2,0.25,0.00625,1000,0.722625
1000,0.1,2,0.25,0.00625,1000,0.83
1500,0.1,2,0.25,0.00625,1000,0.875875
2000,0.1,2,0.25,0.00625,1000,0.91625
2500,0.1,2,0.25,0.00625,1000,0.9445
3000,0.1,2,0.25,0.00625,1000,0.966125
500,0.15,2,0.25,0.00625,1000,0.757625
1000,0.15,2,0.25,0.00625,1000,0.848625
1500,0.15,2,0.25,0.00625,1000,0.903875
2000,0.15,2,0.25,0.00625,1000,0.9345
2500,0.15,2,0.25,0.00625,1000,0.9655
3000,0.15,2,0.25,0.00625,1000,0.982125
500,0.2,2,0.25,0.00625,1000,0.779125
1000,0.2,2,0.25,0.00625,1000,0.86125
1500,0.2,2,0.25,0.00625,1000,0.915375
2000,0.2,2,0.25,0.00625,1000,0.955
2500,0.2,2,0.25,0.00625,1000,0.979375
3000,0.2,2,0.25,0.00625,1000,0.98825
500,0.25,2,0.25,0.00625,1000,0.7845
1000,0.25,2,0.25,0.00625,1000,0.87125
1500,0.25,2,0.25,0.00625,1000,0.932
2000,0.25,2,0.25,0.00625,1000,0.962875
2500,0.25,2,0.25,0.00625,1000,0.984
3000,0.25,2,0.25,0.00625,1000,0.994
500,0.3,2,0.25,0.00625,1000,0.790375
1000,0.3,2,0.25,0.00625,1000,0.873875
1500,0.3,2,0.25,0.00625,1000,0.934
2000,0.3,2,0.25,0.00625,1000,0.9695
2500,0.3,2,0.25,0.00625,1000,0.986375
3000,0.3,2,0.25,0.00625,1000,0.993875
