n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
8400,100,0.1,2.73,1.25,0.25,0.0125,25,84,0.115,0.43854
9600,100,0.1,2.73,1.25,0.25,0.0125,25,96,0.13,0.42791
600,25,0.5,2.73,1.25,0.25,0.0125,25,24,0.08,0.99109
1200,25,0.5,2.73,1.25,0.25,0.0125,25,48,0.07,1.03515
1800,25,0.5,2.73,1.25,0.25,0.0125,25,72,0.04,1.05276
2400,25,0.5,2.73,1.25,0.25,0.0125,25,96,0.05,1.02156
3600,25,0.5,2.73,1.25,0.25,0.0125,25,144,0.065,1.0727
4800,25,0.5,2.73,1.25,0.25,0.0125,25,192,0.055,1.05828
6000,25,0.5,2.73,1.25,0.25,0.0125,25,240,0.06,0.96359
7200,25,0.5,2.73,1.25,0.25,0.0125,25,288,0.08,1.03376
8400,25,0.5,2.73,1.25,0.25,0.0125,25,336,0.06,0.97391
9600,25,0.5,2.73,1.25,0.25,0.0125,25,384,0.045,1.02149
600,50,0.5,2.73,1.25,0.25,0.0125,25,12,0.07,0.67498
1200,50,0.5,2.73,1.25,0.25,0.0125,25,24,0.095,0.66403
1800,50,0.5,2.73,1.25,0.25,0.0125,25,36,0.075,0.67886
2400,50,0.5,2.73,1.25,0.25,0.0125,25,48,0.06,0.66368
3600,50,0.5,2.73,1.25,0.25,0.0125,25,72,0.07,0.6601
4800,50,0.5,2.73,1.25,0.25,0.0125,25,96,0.075,0.62025
6000,50,0.5,2.73,1.25,0.25,0.0125,25,120,0.06,0.62587
7200,50,0.5,2.73,1.25,0.25,0.0125,25,144,0.1,0.63188
8400,50,0.5,2.73,1.25,0.25,0.0125,25,168,0.08,0.66184
9600,50,0.5,2.73,1.25,0.25,0.0125,25,192,0.065,0.63344
600,100,0.5,2.73,1.25,0.25,0.0125,25,6,0.09,0.5169
1200,100,0.5,2.73,1.25,0.25,0.0125,25,12,0.105,0.46734
1800,100,0.5,2.73,1.25,0.25,0.0125,25,18,0.12,0.43469
2400,100,0.5,2.73,1.25,0.25,0.0125,25,24,0.135,0.44084
3600,100,0.5,2.73,1.25,0.25,0.0125,25,36,0.065,0.4396
4800,100,0.5,2.73,1.25,0.25,0.0125,25,48,0.14,0.41112
6000,100,0.5,2.73,1.25,0.25,0.0125,25,60,0.125,0.42208
7200,100,0.5,2.73,1.25,0.25,0.0125,25,72,0.105,0.41581
8400,100,0.5,2.73,1.25,0.25,0.0125,25,84,0.11,0.42575
9600,100,0.5,2.73,1.25,0.25,0.0125,25,96,0.14,0.42767
600,25,0.1,2.73,1.5,0.25,0.0125,25,24,0.09,1.30858
1200,25,0.1,2.73,1.5,0.25,0.0125,25,48,0.125,1.1165
1800,25,0.1,2.73,1.5,0.25,0.0125,25,72,0.12,1.0876
2400,25,0.1,2.73,1.5,0.25,0.0125,25,96,0.11,1.15328
3600,25,0.1,2.73,1.5,0.25,0.0125,25,144,0.115,1.10759
4800,25,0.1,2.73,1.5,0.25,0.0125,25,192,0.105,1.04426
6000,25,0.1,2.73,1.5,0.25,0.0125,25,240,0.14,0.95816
7200,25,0.1,2.73,1.5,0.25,0.0125,25,288,0.115,1.0436
8400,25,0.1,2.73,1.5,0.25,0.0125,25,336,0.14,1.01994
9600,25,0.1,2.73,1.5,0.25,0.0125,25,384,0.115,0.97291
600,50,0.1,2.73,1.5,0.25,0.0125,25,12,0.175,0.80836
1200,50,0.1,2.73,1.5,0.25,0.0125,25,24,0.155,0.72804
1800,50,0.1,2.73,1.5,0.25,0.0125,25,36,0.165,0.7322
2400,50,0.1,2.73,1.5,0.25,0.0125,25,48,0.205,0.66672
3600,50,0.1,2.73,1.5,0.25,0.0125,25,72,0.175,0.70197
4800,50,0.1,2.73,1.5,0.25,0.0125,25,96,0.215,0.67925
6000,50,0.1,2.73,1.5,0.25,0.0125,25,120,0.2,0.66569
7200,50,0.1,2.73,1.5,0.25,0.0125,25,144,0.23,0.66086
8400,50,0.1,2.73,1.5,0.25,0.0125,25,168,0.17,0.66126
9600,50,0.1,2.73,1.5,0.25,0.0125,25,192,0.27,0.65161
600,100,0.1,2.73,1.5,0.25,0.0125,25,6,0.225,0.61855
1200,100,0.1,2.73,1.5,0.25,0.0125,25,12,0.285,0.516
1800,100,0.1,2.73,1.5,0.25,0.0125,25,18,0.345,0.50037
2400,100,0.1,2.73,1.5,0.25,0.0125,25,24,0.34,0.47559
3600,100,0.1,2.73,1.5,0.25,0.0125,25,36,0.295,0.46725
4800,100,0.1,2.73,1.5,0.25,0.0125,25,48,0.385,0.4531
6000,100,0.1,2.73,1.5,0.25,0.0125,25,60,0.41,0.45579
7200,100,0.1,2.73,1.5,0.25,0.0125,25,72,0.375,0.44106
8400,100,0.1,2.73,1.5,0.25,0.0125,25,84,0.375,0.44416
9600,100,0.1,2.73,1.5,0.25,0.0125,25,96,0.41,0.42818
600,25,0.5,2.73,1.5,0.25,0.0125,25,24,0.11,1.13215
1200,25,0.5,2.73,1.5,0.25,0.0125,25,48,0.08,1.14801
1800,25,0.5,2.73,1.5,0.25,0.0125,25,72,0.095,1.02431
2400,25,0.5,2.73,1.5,0.25,0.0125,25,96,0.13,1.02198
3600,25,0.5,2.73,1.5,0.25,0.0125,25,144,0.105,1.02161
4800,25,0.5,2.73,1.5,0.25,0.0125,25,192,0.12,0.93863
6000,25,0.5,2.73,1.5,0.25,0.0125,25,240,0.165,0.99406
7200,25,0.5,2.73,1.5,0.25,0.0125,25,288,0.125,0.98732
8400,25,0.5,2.73,1.5,0.25,0.0125,25,336,0.17,1.05151
9600,25,0.5,2.73,1.5,0.25,0.0125,25,384,0.115,0.99848
600,50,0.5,2.73,1.5,0.25,0.0125,25,12,0.15,0.71997
1200,50,0.5,2.73,1.5,0.25,0.0125,25,24,0.205,0.68049
1800,50,0.5,2.73,1.5,0.25,0.0125,25,36,0.225,0.64143
2400,50,0.5,2.73,1.5,0.25,0.0125,25,48,0.175,0.68258
3600,50,0.5,2.73,1.5,0.25,0.0125,25,72,0.19,0.6579
4800,50,0.5,2.73,1.5,0.25,0.0125,25,96,0.2,0.64632
6000,50,0.5,2.73,1.5,0.25,0.0125,25,120,0.2,0.64109
7200,50,0.5,2.73,1.5,0.25,0.0125,25,144,0.215,0.63801
8400,50,0.5,2.73,1.5,0.25,0.0125,25,168,0.185,0.62957
9600,50,0.5,2.73,1.5,0.25,0.0125,25,192,0.185,0.6453
600,100,0.5,2.73,1.5,0.25,0.0125,25,6,0.33,0.50304
1200,100,0.5,2.73,1.5,0.25,0.0125,25,12,0.345,0.49101
1800,100,0.5,2.73,1.5,0.25,0.0125,25,18,0.39,0.45959
2400,100,0.5,2.73,1.5,0.25,0.0125,25,24,0.375,0.44561
3600,100,0.5,2.73,1.5,0.25,0.0125,25,36,0.38,0.43836
4800,100,0.5,2.73,1.5,0.25,0.0125,25,48,0.4,0.4334
6000,100,0.5,2.73,1.5,0.25,0.0125,25,60,0.425,0.41968
7200,100,0.5,2.73,1.5,0.25,0.0125,25,72,0.425,0.42449
8400,100,0.5,2.73,1.5,0.25,0.0125,25,84,0.43,0.42293
9600,100,0.5,2.73,1.5,0.25,0.0125,25,96,0.385,0.42555
600,25,0.1,2.73,1.75,0.25,0.0125,25,24,0.16,1.26838
1200,25,0.1,2.73,1.75,0.25,0.0125,25,48,0.155,1.15636
1800,25,0.1,2.73,1.75,0.25,0.0125,25,72,0.175,1.11453
2400,25,0.1,2.73,1.75,0.25,0.0125,25,96,0.155,1.11432
3600,25,0.1,2.73,1.75,0.25,0.0125,25,144,0.24,1.07059
4800,25,0.1,2.73,1.75,0.25,0.0125,25,192,0.17,0.99041
6000,25,0.1,2.73,1.75,0.25,0.0125,25,240,0.27,1.08543
7200,25,0.1,2.73,1.75,0.25,0.0125,25,288,0.2,1.10617
8400,25,0.1,2.73,1.75,0.25,0.0125,25,336,0.2,1.01899
9600,25,0.1,2.73,1.75,0.25,0.0125,25,384,0.23,1.10096
600,50,0.1,2.73,1.75,0.25,0.0125,25,12,0.27,0.84911
1200,50,0.1,2.73,1.75,0.25,0.0125,25,24,0.345,0.75585
1800,50,0.1,2.73,1.75,0.25,0.0125,25,36,0.345,0.7457
2400,50,0.1,2.73,1.75,0.25,0.0125,25,48,0.36,0.71873
3600,50,0.1,2.73,1.75,0.25,0.0125,25,72,0.36,0.6699
4800,50,0.1,2.73,1.75,0.25,0.0125,25,96,0.405,0.6917
6000,50,0.1,2.73,1.75,0.25,0.0125,25,120,0.33,0.68455
7200,50,0.1,2.73,1.75,0.25,0.0125,25,144,0.38,0.62345
8400,50,0.1,2.73,1.75,0.25,0.0125,25,168,0.345,0.66047
9600,50,0.1,2.73,1.75,0.25,0.0125,25,192,0.385,0.69894
600,100,0.1,2.73,1.75,0.25,0.0125,25,6,0.355,0.64825
1200,100,0.1,2.73,1.75,0.25,0.0125,25,12,0.585,0.54783
1800,100,0.1,2.73,1.75,0.25,0.0125,25,18,0.585,0.50001
2400,100,0.1,2.73,1.75,0.25,0.0125,25,24,0.605,0.49091
3600,100,0.1,2.73,1.75,0.25,0.0125,25,36,0.63,0.48379
4800,100,0.1,2.73,1.75,0.25,0.0125,25,48,0.675,0.46262
6000,100,0.1,2.73,1.75,0.25,0.0125,25,60,0.625,0.45973
7200,100,0.1,2.73,1.75,0.25,0.0125,25,72,0.665,0.44931
8400,100,0.1,2.73,1.75,0.25,0.0125,25,84,0.695,0.44879
9600,100,0.1,2.73,1.75,0.25,0.0125,25,96,0.72,0.43936
600,25,0.5,2.73,1.75,0.25,0.0125,25,24,0.165,1.17476
1200,25,0.5,2.73,1.75,0.25,0.0125,25,48,0.195,1.07004
1800,25,0.5,2.73,1.75,0.25,0.0125,25,72,0.215,0.96757
2400,25,0.5,2.73,1.75,0.25,0.0125,25,96,0.185,1.04472
3600,25,0.5,2.73,1.75,0.25,0.0125,25,144,0.225,0.9342
4800,25,0.5,2.73,1.75,0.25,0.0125,25,192,0.2,1.05513
6000,25,0.5,2.73,1.75,0.25,0.0125,25,240,0.255,1.03075
7200,25,0.5,2.73,1.75,0.25,0.0125,25,288,0.205,1.07395
8400,25,0.5,2.73,1.75,0.25,0.0125,25,336,0.235,0.98572
9600,25,0.5,2.73,1.75,0.25,0.0125,25,384,0.215,1.05292
600,50,0.5,2.73,1.75,0.25,0.0125,25,12,0.28,0.76992
1200,50,0.5,2.73,1.75,0.25,0.0125,25,24,0.37,0.7019
1800,50,0.5,2.73,1.75,0.25,0.0125,25,36,0.35,0.70013
2400,50,0.5,2.73,1.75,0.25,0.0125,25,48,0.39,0.71587
3600,50,0.5,2.73,1.75,0.25,0.0125,25,72,0.38,0.66013
4800,50,0.5,2.73,1.75,0.25,0.0125,25,96,0.4,0.64982
6000,50,0.5,2.73,1.75,0.25,0.0125,25,120,0.435,0.66797
7200,50,0.5,2.73,1.75,0.25,0.0125,25,144,0.4,0.63112
8400,50,0.5,2.73,1.75,0.25,0.0125,25,168,0.4,0.64525
9600,50,0.5,2.73,1.75,0.25,0.0125,25,192,0.385,0.63683
600,100,0.5,2.73,1.75,0.25,0.0125,25,6,0.515,0.54396
1200,100,0.5,2.73,1.75,0.25,0.0125,25,12,0.61,0.50292
1800,100,0.5,2.73,1.75,0.25,0.0125,25,18,0.68,0.46275
2400,100,0.5,2.73,1.75,0.25,0.0125,25,24,0.605,0.45847
3600,100,0.5,2.73,1.75,0.25,0.0125,25,36,0.695,0.45674
4800,100,0.5,2.73,1.75,0.25,0.0125,25,48,0.695,0.43698
6000,100,0.5,2.73,1.75,0.25,0.0125,25,60,0.725,0.44214
7200,100,0.5,2.73,1.75,0.25,0.0125,25,72,0.695,0.43637
8400,100,0.5,2.73,1.75,0.25,0.0125,25,84,0.73,0.42772
9600,100,0.5,2.73,1.75,0.25,0.0125,25,96,0.75,0.43121
600,25,0.1,2.73,2,0.25,0.0125,25,24,0.205,1.35617
1200,25,0.1,2.73,2,0.25,0.0125,25,48,0.25,1.22469
1800,25,0.1,2.73,2,0.25,0.0125,25,72,0.285,1.17469
2400,25,0.1,2.73,2,0.25,0.0125,25,96,0.28,1.1494
3600,25,0.1,2.73,2,0.25,0.0125,25,144,0.245,1.12903
4800,25,0.1,2.73,2,0.25,0.0125,25,192,0.33,1.05356
6000,25,0.1,2.73,2,0.25,0.0125,25,240,0.335,1.08489
7200,25,0.1,2.73,2,0.25,0.0125,25,288,0.33,1.02126
8400,25,0.1,2.73,2,0.25,0.0125,25,336,0.355,0.98833
9600,25,0.1,2.73,2,0.25,0.0125,25,384,0.35,1.04925
600,50,0.1,2.73,2,0.25,0.0125,25,12,0.35,0.88763
1200,50,0.1,2.73,2,0.25,0.0125,25,24,0.445,0.83856
1800,50,0.1,2.73,2,0.25,0.0125,25,36,0.475,0.70116
2400,50,0.1,2.73,2,0.25,0.0125,25,48,0.47,0.7524
3600,50,0.1,2.73,2,0.25,0.0125,25,72,0.56,0.70353
4800,50,0.1,2.73,2,0.25,0.0125,25,96,0.48,0.73008
6000,50,0.1,2.73,2,0.25,0.0125,25,120,0.56,0.67152
7200,50,0.1,2.73,2,0.25,0.0125,25,144,0.58,0.68839
8400,50,0.1,2.73,2,0.25,0.0125,25,168,0.535,0.67704
9600,50,0.1,2.73,2,0.25,0.0125,25,192,0.56,0.70656
600,100,0.1,2.73,2,0.25,0.0125,25,6,0.585,0.65543
1200,100,0.1,2.73,2,0.25,0.0125,25,12,0.775,0.54614
1800,100,0.1,2.73,2,0.25,0.0125,25,18,0.755,0.52775
2400,100,0.1,2.73,2,0.25,0.0125,25,24,0.795,0.50161
3600,100,0.1,2.73,2,0.25,0.0125,25,36,0.81,0.50497
4800,100,0.1,2.73,2,0.25,0.0125,25,48,0.875,0.46716
6000,100,0.1,2.73,2,0.25,0.0125,25,60,0.84,0.45427
7200,100,0.1,2.73,2,0.25,0.0125,25,72,0.825,0.47638
8400,100,0.1,2.73,2,0.25,0.0125,25,84,0.865,0.44768
9600,100,0.1,2.73,2,0.25,0.0125,25,96,0.91,0.45161
600,25,0.5,2.73,2,0.25,0.0125,25,24,0.33,1.10494
1200,25,0.5,2.73,2,0.25,0.0125,25,48,0.295,1.11473
1800,25,0.5,2.73,2,0.25,0.0125,25,72,0.3,1.05149
2400,25,0.5,2.73,2,0.25,0.0125,25,96,0.35,1.02391
3600,25,0.5,2.73,2,0.25,0.0125,25,144,0.355,0.97122
4800,25,0.5,2.73,2,0.25,0.0125,25,192,0.325,1.07067
6000,25,0.5,2.73,2,0.25,0.0125,25,240,0.345,0.99103
7200,25,0.5,2.73,2,0.25,0.0125,25,288,0.34,1.03166
8400,25,0.5,2.73,2,0.25,0.0125,25,336,0.31,0.97111
9600,25,0.5,2.73,2,0.25,0.0125,25,384,0.295,1.04284
600,50,0.5,2.73,2,0.25,0.0125,25,12,0.47,0.79631
1200,50,0.5,2.73,2,0.25,0.0125,25,24,0.515,0.70362
1800,50,0.5,2.73,2,0.25,0.0125,25,36,0.56,0.72028
2400,50,0.5,2.73,2,0.25,0.0125,25,48,0.53,0.71107
3600,50,0.5,2.73,2,0.25,0.0125,25,72,0.515,0.67467
4800,50,0.5,2.73,2,0.25,0.0125,25,96,0.575,0.6602
6000,50,0.5,2.73,2,0.25,0.0125,25,120,0.585,0.6728
7200,50,0.5,2.73,2,0.25,0.0125,25,144,0.6,0.65568
8400,50,0.5,2.73,2,0.25,0.0125,25,168,0.595,0.63056
9600,50,0.5,2.73,2,0.25,0.0125,25,192,0.635,0.65174
600,100,0.5,2.73,2,0.25,0.0125,25,6,0.76,0.553
1200,100,0.5,2.73,2,0.25,0.0125,25,12,0.835,0.50033
1800,100,0.5,2.73,2,0.25,0.0125,25,18,0.805,0.48029
2400,100,0.5,2.73,2,0.25,0.0125,25,24,0.9,0.46027
3600,100,0.5,2.73,2,0.25,0.0125,25,36,0.835,0.45646
4800,100,0.5,2.73,2,0.25,0.0125,25,48,0.855,0.44646
6000,100,0.5,2.73,2,0.25,0.0125,25,60,0.88,0.43119
7200,100,0.5,2.73,2,0.25,0.0125,25,72,0.895,0.4325
8400,100,0.5,2.73,2,0.25,0.0125,25,84,0.885,0.43944
9600,100,0.5,2.73,2,0.25,0.0125,25,96,0.89,0.43384
