n,p,or,r,alpha,n.sim,prop.drivers
1000,0.15,1.25,0.25,0.005,1000,0.2087
1500,0.15,1.25,0.25,0.005,1000,0.3455
2000,0.15,1.25,0.25,0.005,1000,0.4809
2500,0.15,1.25,0.25,0.005,1000,0.5775
3000,0.15,1.25,0.25,0.005,1000,0.6402
1000,0.2,1.25,0.25,0.005,1000,0.2664
1500,0.2,1.25,0.25,0.005,1000,0.4268
2000,0.2,1.25,0.25,0.005,1000,0.5524
2500,0.2,1.25,0.25,0.005,1000,0.6403
3000,0.2,1.25,0.25,0.005,1000,0.7016
1000,0.25,1.25,0.25,0.005,1000,0.3065
1500,0.25,1.25,0.25,0.005,1000,0.4784
2000,0.25,1.25,0.25,0.005,1000,0.6061
2500,0.25,1.25,0.25,0.005,1000,0.6893
3000,0.25,1.25,0.25,0.005,1000,0.7334
1000,0.3,1.25,0.25,0.005,1000,0.3485
1500,0.3,1.25,0.25,0.005,1000,0.5328
2000,0.3,1.25,0.25,0.005,1000,0.6463
2500,0.3,1.25,0.25,0.005,1000,0.7166
3000,0.3,1.25,0.25,0.005,1000,0.7564
1000,0.05,1.5,0.25,0.005,1000,0.4017
1500,0.05,1.5,0.25,0.005,1000,0.5848
2000,0.05,1.5,0.25,0.005,1000,0.68
2500,0.05,1.5,0.25,0.005,1000,0.7422
3000,0.05,1.5,0.25,0.005,1000,0.7722
1000,0.1,1.5,0.25,0.005,1000,0.5745
1500,0.1,1.5,0.25,0.005,1000,0.7178
2000,0.1,1.5,0.25,0.005,1000,0.7693
2500,0.1,1.5,0.25,0.005,1000,0.8079
3000,0.1,1.5,0.25,0.005,1000,0.8363
1000,0.15,1.5,0.25,0.005,1000,0.6548
1500,0.15,1.5,0.25,0.005,1000,0.7556
2000,0.15,1.5,0.25,0.005,1000,0.8042
2500,0.15,1.5,0.25,0.005,1000,0.8408
3000,0.15,1.5,0.25,0.005,1000,0.865
1000,0.2,1.5,0.25,0.005,1000,0.6979
1500,0.2,1.5,0.25,0.005,1000,0.7819
2000,0.2,1.5,0.25,0.005,1000,0.8226
2500,0.2,1.5,0.25,0.005,1000,0.8572
3000,0.2,1.5,0.25,0.005,1000,0.8875
1000,0.25,1.5,0.25,0.005,1000,0.7203
1500,0.25,1.5,0.25,0.005,1000,0.7938
2000,0.25,1.5,0.25,0.005,1000,0.8408
2500,0.25,1.5,0.25,0.005,1000,0.8752
3000,0.25,1.5,0.25,0.005,1000,0.9018
1000,0.3,1.5,0.25,0.005,1000,0.7313
1500,0.3,1.5,0.25,0.005,1000,0.8099
2000,0.3,1.5,0.25,0.005,1000,0.8519
2500,0.3,1.5,0.25,0.005,1000,0.8891
3000,0.3,1.5,0.25,0.005,1000,0.92
1000,0.05,1.75,0.25,0.005,1000,0.6893
1500,0.05,1.75,0.25,0.005,1000,0.7772
2000,0.05,1.75,0.25,0.005,1000,0.8132
2500,0.05,1.75,0.25,0.005,1000,0.8446
3000,0.05,1.75,0.25,0.005,1000,0.8734
1000,0.1,1.75,0.25,0.005,1000,0.7608
1500,0.1,1.75,0.25,0.005,1000,0.8186
2000,0.1,1.75,0.25,0.005,1000,0.8587
2500,0.1,1.75,0.25,0.005,1000,0.8936
3000,0.1,1.75,0.25,0.005,1000,0.923
1000,0.15,1.75,0.25,0.005,1000,0.7858
1500,0.15,1.75,0.25,0.005,1000,0.8462
2000,0.15,1.75,0.25,0.005,1000,0.8894
2500,0.15,1.75,0.25,0.005,1000,0.9236
3000,0.15,1.75,0.25,0.005,1000,0.9406
1000,0.2,1.75,0.25,0.005,1000,0.8005
1500,0.2,1.75,0.25,0.005,1000,0.8602
2000,0.2,1.75,0.25,0.005,1000,0.9105
2500,0.2,1.75,0.25,0.005,1000,0.938
3000,0.2,1.75,0.25,0.005,1000,0.9621
1000,0.25,1.75,0.25,0.005,1000,0.8135
1500,0.25,1.75,0.25,0.005,1000,0.8737
2000,0.25,1.75,0.25,0.005,1000,0.9191
2500,0.25,1.75,0.25,0.005,1000,0.9467
3000,0.25,1.75,0.25,0.005,1000,0.9704
1000,0.3,1.75,0.25,0.005,1000,0.8156
1500,0.3,1.75,0.25,0.005,1000,0.8873
2000,0.3,1.75,0.25,0.005,1000,0.9311
2500,0.3,1.75,0.25,0.005,1000,0.9602
3000,0.3,1.75,0.25,0.005,1000,0.9763
1000,0.05,2,0.25,0.005,1000,0.7748
1500,0.05,2,0.25,0.005,1000,0.8337
2000,0.05,2,0.25,0.005,1000,0.8745
2500,0.05,2,0.25,0.005,1000,0.9101
3000,0.05,2,0.25,0.005,1000,0.9328
1000,0.1,2,0.25,0.005,1000,0.8125
1500,0.1,2,0.25,0.005,1000,0.8775
2000,0.1,2,0.25,0.005,1000,0.9192
2500,0.1,2,0.25,0.005,1000,0.9492
3000,0.1,2,0.25,0.005,1000,0.9643
1000,0.15,2,0.25,0.005,1000,0.8329
1500,0.15,2,0.25,0.005,1000,0.9002
2000,0.15,2,0.25,0.005,1000,0.941
2500,0.15,2,0.25,0.005,1000,0.965
3000,0.15,2,0.25,0.005,1000,0.9801
1000,0.2,2,0.25,0.005,1000,0.8495
1500,0.2,2,0.25,0.005,1000,0.9148
2000,0.2,2,0.25,0.005,1000,0.9503
2500,0.2,2,0.25,0.005,1000,0.9746
3000,0.2,2,0.25,0.005,1000,0.9846
1000,0.25,2,0.25,0.005,1000,0.8565
1500,0.25,2,0.25,0.005,1000,0.9238
2000,0.25,2,0.25,0.005,1000,0.9606
2500,0.25,2,0.25,0.005,1000,0.9763
3000,0.25,2,0.25,0.005,1000,0.9911
1000,0.3,2,0.25,0.005,1000,0.8643
1500,0.3,2,0.25,0.005,1000,0.9287
2000,0.3,2,0.25,0.005,1000,0.9656
2500,0.3,2,0.25,0.005,1000,0.9828
3000,0.3,2,0.25,0.005,1000,0.9923
