n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
1400,26,0.1,2.73,2,0.25,0.0125,50,54,0.2875,1.12686
1500,26,0.1,2.73,2,0.25,0.0125,50,58,0.31,1.09629
1600,26,0.1,2.73,2,0.25,0.0125,50,62,0.3025,1.10269
1700,26,0.1,2.73,2,0.25,0.0125,50,65,0.2925,1.13129
1800,26,0.1,2.73,2,0.25,0.0125,50,69,0.3325,1.06713
1900,26,0.1,2.73,2,0.25,0.0125,50,73,0.31,1.1445
2000,26,0.1,2.73,2,0.25,0.0125,50,77,0.295,1.08989
1200,28,0.1,2.73,2,0.25,0.0125,50,43,0.285,1.12912
1300,28,0.1,2.73,2,0.25,0.0125,50,46,0.2925,1.07757
1400,28,0.1,2.73,2,0.25,0.0125,50,50,0.34,1.01657
1500,28,0.1,2.73,2,0.25,0.0125,50,54,0.3325,1.08647
1600,28,0.1,2.73,2,0.25,0.0125,50,57,0.345,1.01594
1700,28,0.1,2.73,2,0.25,0.0125,50,61,0.3025,1.06741
1800,28,0.1,2.73,2,0.25,0.0125,50,64,0.31,1.02229
1900,28,0.1,2.73,2,0.25,0.0125,50,68,0.3025,1.02545
2000,28,0.1,2.73,2,0.25,0.0125,50,71,0.295,1.05196
1200,30,0.1,2.73,2,0.25,0.0125,50,40,0.36,0.98327
1300,30,0.1,2.73,2,0.25,0.0125,50,43,0.31,1.0519
1400,30,0.1,2.73,2,0.25,0.0125,50,47,0.3225,1.04847
1500,30,0.1,2.73,2,0.25,0.0125,50,50,0.3225,1.02181
1600,30,0.1,2.73,2,0.25,0.0125,50,53,0.3225,1.05174
1700,30,0.1,2.73,2,0.25,0.0125,50,57,0.345,1.03177
1800,30,0.1,2.73,2,0.25,0.0125,50,60,0.295,1.06946
1900,30,0.1,2.73,2,0.25,0.0125,50,63,0.3125,1.01118
2000,30,0.1,2.73,2,0.25,0.0125,50,67,0.3375,1.02523
1200,20,0.5,2.73,2,0.25,0.0125,50,60,0.2675,1.26016
1300,20,0.5,2.73,2,0.25,0.0125,50,65,0.27,1.23767
1400,20,0.5,2.73,2,0.25,0.0125,50,70,0.2425,1.29601
1500,20,0.5,2.73,2,0.25,0.0125,50,75,0.2875,1.18662
1600,20,0.5,2.73,2,0.25,0.0125,50,80,0.2475,1.28535
1700,20,0.5,2.73,2,0.25,0.0125,50,85,0.275,1.27581
1800,20,0.5,2.73,2,0.25,0.0125,50,90,0.2625,1.30691
1900,20,0.5,2.73,2,0.25,0.0125,50,95,0.3,1.22695
2000,20,0.5,2.73,2,0.25,0.0125,50,100,0.2725,1.29753
1200,22,0.5,2.73,2,0.25,0.0125,50,55,0.295,1.24911
1300,22,0.5,2.73,2,0.25,0.0125,50,59,0.28,1.19643
1400,22,0.5,2.73,2,0.25,0.0125,50,64,0.2375,1.19736
1500,22,0.5,2.73,2,0.25,0.0125,50,68,0.295,1.16098
1600,22,0.5,2.73,2,0.25,0.0125,50,73,0.31,1.14974
1700,22,0.5,2.73,2,0.25,0.0125,50,77,0.29,1.19016
1800,22,0.5,2.73,2,0.25,0.0125,50,82,0.3025,1.14642
1900,22,0.5,2.73,2,0.25,0.0125,50,86,0.31,1.11531
2000,22,0.5,2.73,2,0.25,0.0125,50,91,0.3125,1.10601
1200,24,0.5,2.73,2,0.25,0.0125,50,50,0.275,1.14183
1300,24,0.5,2.73,2,0.25,0.0125,50,54,0.275,1.14511
1400,24,0.5,2.73,2,0.25,0.0125,50,58,0.31,1.10979
1500,24,0.5,2.73,2,0.25,0.0125,50,62,0.31,1.07593
1600,24,0.5,2.73,2,0.25,0.0125,50,67,0.305,1.0614
1700,24,0.5,2.73,2,0.25,0.0125,50,71,0.28,1.07379
1800,24,0.5,2.73,2,0.25,0.0125,50,75,0.3225,1.12443
1900,24,0.5,2.73,2,0.25,0.0125,50,79,0.315,1.08778
2000,24,0.5,2.73,2,0.25,0.0125,50,83,0.305,1.06039
1200,26,0.5,2.73,2,0.25,0.0125,50,46,0.2975,1.00961
1300,26,0.5,2.73,2,0.25,0.0125,50,50,0.2825,1.07537
1400,26,0.5,2.73,2,0.25,0.0125,50,54,0.28,1.06238
1500,26,0.5,2.73,2,0.25,0.0125,50,58,0.315,1.05256
1600,26,0.5,2.73,2,0.25,0.0125,50,62,0.315,1.07441
1700,26,0.5,2.73,2,0.25,0.0125,50,65,0.315,1.049
1800,26,0.5,2.73,2,0.25,0.0125,50,69,0.305,1.04097
1900,26,0.5,2.73,2,0.25,0.0125,50,73,0.3275,1.06301
2000,26,0.5,2.73,2,0.25,0.0125,50,77,0.33,1.03724
1200,28,0.5,2.73,2,0.25,0.0125,50,43,0.33,1.01241
1300,28,0.5,2.73,2,0.25,0.0125,50,46,0.3425,0.99743
1400,28,0.5,2.73,2,0.25,0.0125,50,50,0.3725,0.94665
1500,28,0.5,2.73,2,0.25,0.0125,50,54,0.3675,0.99347
1600,28,0.5,2.73,2,0.25,0.0125,50,57,0.31,1.04101
1700,28,0.5,2.73,2,0.25,0.0125,50,61,0.365,0.98265
1800,28,0.5,2.73,2,0.25,0.0125,50,64,0.355,0.98663
1900,28,0.5,2.73,2,0.25,0.0125,50,68,0.3325,1.01401
2000,28,0.5,2.73,2,0.25,0.0125,50,71,0.3475,0.98378
1200,30,0.5,2.73,2,0.25,0.0125,50,40,0.355,0.99365
1300,30,0.5,2.73,2,0.25,0.0125,50,43,0.3175,0.97371
1400,30,0.5,2.73,2,0.25,0.0125,50,47,0.3775,0.9282
1500,30,0.5,2.73,2,0.25,0.0125,50,50,0.3325,0.96403
1600,30,0.5,2.73,2,0.25,0.0125,50,53,0.36,0.99677
1700,30,0.5,2.73,2,0.25,0.0125,50,57,0.3225,0.9991
1800,30,0.5,2.73,2,0.25,0.0125,50,60,0.3575,0.92682
1900,30,0.5,2.73,2,0.25,0.0125,50,63,0.3325,0.92917
2000,30,0.5,2.73,2,0.25,0.0125,50,67,0.32,0.94221
