n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
1200,26,0.1,2.73,2,0.25,0.0125,500,46,0.28025,1.15039
1300,26,0.1,2.73,2,0.25,0.0125,500,50,0.29,1.1324
1400,26,0.1,2.73,2,0.25,0.0125,500,54,0.28625,1.14268
1500,26,0.1,2.73,2,0.25,0.0125,500,58,0.28475,1.15052
1600,26,0.1,2.73,2,0.25,0.0125,500,62,0.302,1.12328
1700,26,0.1,2.73,2,0.25,0.0125,500,65,0.298,1.11146
1800,26,0.1,2.73,2,0.25,0.0125,500,69,0.3055,1.09946
1900,26,0.1,2.73,2,0.25,0.0125,500,73,0.29075,1.09934
2000,26,0.1,2.73,2,0.25,0.0125,500,77,0.2985,1.10927
1200,28,0.1,2.73,2,0.25,0.0125,500,43,0.30575,1.09417
1300,28,0.1,2.73,2,0.25,0.0125,500,46,0.306,1.08441
1400,28,0.1,2.73,2,0.25,0.0125,500,50,0.30075,1.08385
1500,28,0.1,2.73,2,0.25,0.0125,500,54,0.31525,1.07008
1600,28,0.1,2.73,2,0.25,0.0125,500,57,0.306,1.07258
1700,28,0.1,2.73,2,0.25,0.0125,500,61,0.303,1.07257
1800,28,0.1,2.73,2,0.25,0.0125,500,64,0.3075,1.06415
1900,28,0.1,2.73,2,0.25,0.0125,500,68,0.32175,1.04444
2000,28,0.1,2.73,2,0.25,0.0125,500,71,0.3155,1.04719
1200,30,0.1,2.73,2,0.25,0.0125,500,40,0.317,1.05512
1300,30,0.1,2.73,2,0.25,0.0125,500,43,0.3015,1.0582
1400,30,0.1,2.73,2,0.25,0.0125,500,47,0.31825,1.04804
1500,30,0.1,2.73,2,0.25,0.0125,500,50,0.32175,1.04693
1600,30,0.1,2.73,2,0.25,0.0125,500,53,0.32475,1.0089
1700,30,0.1,2.73,2,0.25,0.0125,500,57,0.3335,1.01302
1800,30,0.1,2.73,2,0.25,0.0125,500,60,0.32975,1.02999
1900,30,0.1,2.73,2,0.25,0.0125,500,63,0.336,1.01143
2000,30,0.1,2.73,2,0.25,0.0125,500,67,0.33475,1.00522
1200,20,0.5,2.73,2,0.25,0.0125,500,60,0.25975,1.28675
1300,20,0.5,2.73,2,0.25,0.0125,500,65,0.27625,1.25922
1400,20,0.5,2.73,2,0.25,0.0125,500,70,0.2815,1.25304
1500,20,0.5,2.73,2,0.25,0.0125,500,75,0.27175,1.26622
1600,20,0.5,2.73,2,0.25,0.0125,500,80,0.27,1.25162
1700,20,0.5,2.73,2,0.25,0.0125,500,85,0.27275,1.22483
1800,20,0.5,2.73,2,0.25,0.0125,500,90,0.28625,1.20595
1900,20,0.5,2.73,2,0.25,0.0125,500,95,0.2805,1.2437
2000,20,0.5,2.73,2,0.25,0.0125,500,100,0.27425,1.24032
1200,22,0.5,2.73,2,0.25,0.0125,500,55,0.2945,1.17151
1300,22,0.5,2.73,2,0.25,0.0125,500,59,0.2895,1.18859
1400,22,0.5,2.73,2,0.25,0.0125,500,64,0.28125,1.17132
1500,22,0.5,2.73,2,0.25,0.0125,500,68,0.28775,1.1796
1600,22,0.5,2.73,2,0.25,0.0125,500,73,0.28975,1.17009
1700,22,0.5,2.73,2,0.25,0.0125,500,77,0.2845,1.16485
1800,22,0.5,2.73,2,0.25,0.0125,500,82,0.283,1.16616
1900,22,0.5,2.73,2,0.25,0.0125,500,86,0.28375,1.15971
2000,22,0.5,2.73,2,0.25,0.0125,500,91,0.30225,1.14548
1200,24,0.5,2.73,2,0.25,0.0125,500,50,0.2885,1.13478
1300,24,0.5,2.73,2,0.25,0.0125,500,54,0.30275,1.12489
1400,24,0.5,2.73,2,0.25,0.0125,500,58,0.295,1.12311
1500,24,0.5,2.73,2,0.25,0.0125,500,62,0.3035,1.10796
1600,24,0.5,2.73,2,0.25,0.0125,500,67,0.2965,1.1217
1700,24,0.5,2.73,2,0.25,0.0125,500,71,0.3205,1.09904
1800,24,0.5,2.73,2,0.25,0.0125,500,75,0.306,1.08775
1900,24,0.5,2.73,2,0.25,0.0125,500,79,0.3125,1.09526
2000,24,0.5,2.73,2,0.25,0.0125,500,83,0.30875,1.08504
1200,26,0.5,2.73,2,0.25,0.0125,500,46,0.29975,1.07228
1300,26,0.5,2.73,2,0.25,0.0125,500,50,0.31275,1.05954
1400,26,0.5,2.73,2,0.25,0.0125,500,54,0.31525,1.05914
1500,26,0.5,2.73,2,0.25,0.0125,500,58,0.31425,1.05965
1600,26,0.5,2.73,2,0.25,0.0125,500,62,0.32225,1.05537
1700,26,0.5,2.73,2,0.25,0.0125,500,65,0.31725,1.03867
1800,26,0.5,2.73,2,0.25,0.0125,500,69,0.31225,1.04867
1900,26,0.5,2.73,2,0.25,0.0125,500,73,0.32425,1.0242
2000,26,0.5,2.73,2,0.25,0.0125,500,77,0.3225,1.04036
1200,28,0.5,2.73,2,0.25,0.0125,500,43,0.33,1.02235
1300,28,0.5,2.73,2,0.25,0.0125,500,46,0.32625,1.00278
1400,28,0.5,2.73,2,0.25,0.0125,500,50,0.33175,1.01421
1500,28,0.5,2.73,2,0.25,0.0125,500,54,0.332,1.01211
1600,28,0.5,2.73,2,0.25,0.0125,500,57,0.3415,0.9978
1700,28,0.5,2.73,2,0.25,0.0125,500,61,0.34175,0.98589
1800,28,0.5,2.73,2,0.25,0.0125,500,64,0.34575,0.99742
1900,28,0.5,2.73,2,0.25,0.0125,500,68,0.34175,0.9784
2000,28,0.5,2.73,2,0.25,0.0125,500,71,0.35625,0.97792
1200,30,0.5,2.73,2,0.25,0.0125,500,40,0.34825,0.98649
1300,30,0.5,2.73,2,0.25,0.0125,500,43,0.34925,0.98132
1400,30,0.5,2.73,2,0.25,0.0125,500,47,0.354,0.97536
1500,30,0.5,2.73,2,0.25,0.0125,500,50,0.34775,0.96664
1600,30,0.5,2.73,2,0.25,0.0125,500,53,0.36675,0.96935
1700,30,0.5,2.73,2,0.25,0.0125,500,57,0.35975,0.94885
1800,30,0.5,2.73,2,0.25,0.0125,500,60,0.3675,0.9396
1900,30,0.5,2.73,2,0.25,0.0125,500,63,0.369,0.94482
2000,30,0.5,2.73,2,0.25,0.0125,500,67,0.348,0.95409
