n,p,or,r,alpha,n.sim,prop.drivers
500,0.15,1.25,0.25,0.005,1000,0.0702
1000,0.15,1.25,0.25,0.005,1000,0.1799
1500,0.15,1.25,0.25,0.005,1000,0.2783
2000,0.15,1.25,0.25,0.005,1000,0.3913
2500,0.15,1.25,0.25,0.005,1000,0.4933
3000,0.15,1.25,0.25,0.005,1000,0.5515
500,0.2,1.25,0.25,0.005,1000,0.089
1000,0.2,1.25,0.25,0.005,1000,0.2324
1500,0.2,1.25,0.25,0.005,1000,0.3657
2000,0.2,1.25,0.25,0.005,1000,0.4753
2500,0.2,1.25,0.25,0.005,1000,0.5633
3000,0.2,1.25,0.25,0.005,1000,0.6148
500,0.25,1.25,0.25,0.005,1000,0.1034
1000,0.25,1.25,0.25,0.005,1000,0.2698
1500,0.25,1.25,0.25,0.005,1000,0.4241
2000,0.25,1.25,0.25,0.005,1000,0.533
2500,0.25,1.25,0.25,0.005,1000,0.6042
3000,0.25,1.25,0.25,0.005,1000,0.6588
500,0.3,1.25,0.25,0.005,1000,0.123
1000,0.3,1.25,0.25,0.005,1000,0.3006
1500,0.3,1.25,0.25,0.005,1000,0.459
2000,0.3,1.25,0.25,0.005,1000,0.5675
2500,0.3,1.25,0.25,0.005,1000,0.6358
3000,0.3,1.25,0.25,0.005,1000,0.6814
500,0.05,1.5,0.25,0.005,1000,0.116
1000,0.05,1.5,0.25,0.005,1000,0.2942
1500,0.05,1.5,0.25,0.005,1000,0.452
2000,0.05,1.5,0.25,0.005,1000,0.5569
2500,0.05,1.5,0.25,0.005,1000,0.62
3000,0.05,1.5,0.25,0.005,1000,0.6616
500,0.1,1.5,0.25,0.005,1000,0.2239
1000,0.1,1.5,0.25,0.005,1000,0.4716
1500,0.1,1.5,0.25,0.005,1000,0.6163
2000,0.1,1.5,0.25,0.005,1000,0.6823
2500,0.1,1.5,0.25,0.005,1000,0.7224
3000,0.1,1.5,0.25,0.005,1000,0.7507
500,0.15,1.5,0.25,0.005,1000,0.2909
1000,0.15,1.5,0.25,0.005,1000,0.5638
1500,0.15,1.5,0.25,0.005,1000,0.6746
2000,0.15,1.5,0.25,0.005,1000,0.7257
2500,0.15,1.5,0.25,0.005,1000,0.7695
3000,0.15,1.5,0.25,0.005,1000,0.7994
500,0.2,1.5,0.25,0.005,1000,0.3534
1000,0.2,1.5,0.25,0.005,1000,0.6123
1500,0.2,1.5,0.25,0.005,1000,0.7067
2000,0.2,1.5,0.25,0.005,1000,0.7559
2500,0.2,1.5,0.25,0.005,1000,0.8054
3000,0.2,1.5,0.25,0.005,1000,0.8393
500,0.25,1.5,0.25,0.005,1000,0.3946
1000,0.25,1.5,0.25,0.005,1000,0.6424
1500,0.25,1.5,0.25,0.005,1000,0.725
2000,0.25,1.5,0.25,0.005,1000,0.7834
2500,0.25,1.5,0.25,0.005,1000,0.8238
3000,0.25,1.5,0.25,0.005,1000,0.8648
500,0.3,1.5,0.25,0.005,1000,0.4195
1000,0.3,1.5,0.25,0.005,1000,0.6579
1500,0.3,1.5,0.25,0.005,1000,0.7406
2000,0.3,1.5,0.25,0.005,1000,0.8038
2500,0.3,1.5,0.25,0.005,1000,0.8424
3000,0.3,1.5,0.25,0.005,1000,0.8896
500,0.05,1.75,0.25,0.005,1000,0.2972
1000,0.05,1.75,0.25,0.005,1000,0.5641
1500,0.05,1.75,0.25,0.005,1000,0.6719
2000,0.05,1.75,0.25,0.005,1000,0.7227
2500,0.05,1.75,0.25,0.005,1000,0.7588
3000,0.05,1.75,0.25,0.005,1000,0.7937
500,0.1,1.75,0.25,0.005,1000,0.4356
1000,0.1,1.75,0.25,0.005,1000,0.6651
1500,0.1,1.75,0.25,0.005,1000,0.7448
2000,0.1,1.75,0.25,0.005,1000,0.7875
2500,0.1,1.75,0.25,0.005,1000,0.8419
3000,0.1,1.75,0.25,0.005,1000,0.8753
500,0.15,1.75,0.25,0.005,1000,0.5139
1000,0.15,1.75,0.25,0.005,1000,0.7071
1500,0.15,1.75,0.25,0.005,1000,0.777
2000,0.15,1.75,0.25,0.005,1000,0.8372
2500,0.15,1.75,0.25,0.005,1000,0.8786
3000,0.15,1.75,0.25,0.005,1000,0.9125
500,0.2,1.75,0.25,0.005,1000,0.5548
1000,0.2,1.75,0.25,0.005,1000,0.7258
1500,0.2,1.75,0.25,0.005,1000,0.8054
2000,0.2,1.75,0.25,0.005,1000,0.8654
2500,0.2,1.75,0.25,0.005,1000,0.9109
3000,0.2,1.75,0.25,0.005,1000,0.9408
500,0.25,1.75,0.25,0.005,1000,0.5897
1000,0.25,1.75,0.25,0.005,1000,0.7448
1500,0.25,1.75,0.25,0.005,1000,0.8267
2000,0.25,1.75,0.25,0.005,1000,0.8901
2500,0.25,1.75,0.25,0.005,1000,0.9315
3000,0.25,1.75,0.25,0.005,1000,0.9592
500,0.3,1.75,0.25,0.005,1000,0.6134
1000,0.3,1.75,0.25,0.005,1000,0.7571
1500,0.3,1.75,0.25,0.005,1000,0.8406
2000,0.3,1.75,0.25,0.005,1000,0.9011
2500,0.3,1.75,0.25,0.005,1000,0.9442
3000,0.3,1.75,0.25,0.005,1000,0.9661
500,0.05,2,0.25,0.005,1000,0.4682
1000,0.05,2,0.25,0.005,1000,0.6832
1500,0.05,2,0.25,0.005,1000,0.7481
2000,0.05,2,0.25,0.005,1000,0.7997
2500,0.05,2,0.25,0.005,1000,0.8469
3000,0.05,2,0.25,0.005,1000,0.8834
500,0.1,2,0.25,0.005,1000,0.5799
1000,0.1,2,0.25,0.005,1000,0.736
1500,0.1,2,0.25,0.005,1000,0.8123
2000,0.1,2,0.25,0.005,1000,0.8673
2500,0.1,2,0.25,0.005,1000,0.9167
3000,0.1,2,0.25,0.005,1000,0.9435
500,0.15,2,0.25,0.005,1000,0.6214
1000,0.15,2,0.25,0.005,1000,0.7747
1500,0.15,2,0.25,0.005,1000,0.8498
2000,0.15,2,0.25,0.005,1000,0.9102
2500,0.15,2,0.25,0.005,1000,0.9449
3000,0.15,2,0.25,0.005,1000,0.9695
500,0.2,2,0.25,0.005,1000,0.65
1000,0.2,2,0.25,0.005,1000,0.7908
1500,0.2,2,0.25,0.005,1000,0.8777
2000,0.2,2,0.25,0.005,1000,0.9335
2500,0.2,2,0.25,0.005,1000,0.9624
3000,0.2,2,0.25,0.005,1000,0.9832
500,0.25,2,0.25,0.005,1000,0.6741
1000,0.25,2,0.25,0.005,1000,0.8015
1500,0.25,2,0.25,0.005,1000,0.8918
2000,0.25,2,0.25,0.005,1000,0.945
2500,0.25,2,0.25,0.005,1000,0.9739
3000,0.25,2,0.25,0.005,1000,0.9861
500,0.3,2,0.25,0.005,1000,0.6806
1000,0.3,2,0.25,0.005,1000,0.8204
1500,0.3,2,0.25,0.005,1000,0.9067
2000,0.3,2,0.25,0.005,1000,0.9535
2500,0.3,2,0.25,0.005,1000,0.9785
3000,0.3,2,0.25,0.005,1000,0.9932
