n,p,or,r,alpha,n.sim,prop.drivers
500,0.15,1.25,0.25,0.005,1000,0.0658
1000,0.15,1.25,0.25,0.005,1000,0.1678
1500,0.15,1.25,0.25,0.005,1000,0.2913
2000,0.15,1.25,0.25,0.005,1000,0.392
2500,0.15,1.25,0.25,0.005,1000,0.4816
3000,0.15,1.25,0.25,0.005,1000,0.5588
500,0.2,1.25,0.25,0.005,1000,0.0895
1000,0.2,1.25,0.25,0.005,1000,0.2244
1500,0.2,1.25,0.25,0.005,1000,0.3678
2000,0.2,1.25,0.25,0.005,1000,0.4737
2500,0.2,1.25,0.25,0.005,1000,0.5549
3000,0.2,1.25,0.25,0.005,1000,0.6168
500,0.25,1.25,0.25,0.005,1000,0.1019
1000,0.25,1.25,0.25,0.005,1000,0.2688
1500,0.25,1.25,0.25,0.005,1000,0.4208
2000,0.25,1.25,0.25,0.005,1000,0.5364
2500,0.25,1.25,0.25,0.005,1000,0.6108
3000,0.25,1.25,0.25,0.005,1000,0.6594
500,0.3,1.25,0.25,0.005,1000,0.1192
1000,0.3,1.25,0.25,0.005,1000,0.3069
1500,0.3,1.25,0.25,0.005,1000,0.4634
2000,0.3,1.25,0.25,0.005,1000,0.5652
2500,0.3,1.25,0.25,0.005,1000,0.633
3000,0.3,1.25,0.25,0.005,1000,0.6792
500,0.05,1.5,0.25,0.005,1000,0.1147
1000,0.05,1.5,0.25,0.005,1000,0.2943
1500,0.05,1.5,0.25,0.005,1000,0.4555
2000,0.05,1.5,0.25,0.005,1000,0.5583
2500,0.05,1.5,0.25,0.005,1000,0.6249
3000,0.05,1.5,0.25,0.005,1000,0.6654
500,0.1,1.5,0.25,0.005,1000,0.2202
1000,0.1,1.5,0.25,0.005,1000,0.4712
1500,0.1,1.5,0.25,0.005,1000,0.6218
2000,0.1,1.5,0.25,0.005,1000,0.6777
2500,0.1,1.5,0.25,0.005,1000,0.7242
3000,0.1,1.5,0.25,0.005,1000,0.7546
500,0.15,1.5,0.25,0.005,1000,0.2945
1000,0.15,1.5,0.25,0.005,1000,0.5633
1500,0.15,1.5,0.25,0.005,1000,0.6742
2000,0.15,1.5,0.25,0.005,1000,0.7277
2500,0.15,1.5,0.25,0.005,1000,0.7608
3000,0.15,1.5,0.25,0.005,1000,0.8036
500,0.2,1.5,0.25,0.005,1000,0.3509
1000,0.2,1.5,0.25,0.005,1000,0.6184
1500,0.2,1.5,0.25,0.005,1000,0.7008
2000,0.2,1.5,0.25,0.005,1000,0.7549
2500,0.2,1.5,0.25,0.005,1000,0.8022
3000,0.2,1.5,0.25,0.005,1000,0.8383
500,0.25,1.5,0.25,0.005,1000,0.4029
1000,0.25,1.5,0.25,0.005,1000,0.6391
1500,0.25,1.5,0.25,0.005,1000,0.7284
2000,0.25,1.5,0.25,0.005,1000,0.7797
2500,0.25,1.5,0.25,0.005,1000,0.8252
3000,0.25,1.5,0.25,0.005,1000,0.8687
500,0.3,1.5,0.25,0.005,1000,0.4187
1000,0.3,1.5,0.25,0.005,1000,0.659
1500,0.3,1.5,0.25,0.005,1000,0.7396
2000,0.3,1.5,0.25,0.005,1000,0.7992
2500,0.3,1.5,0.25,0.005,1000,0.8447
3000,0.3,1.5,0.25,0.005,1000,0.8879
500,0.05,1.75,0.25,0.005,1000,0.2975
1000,0.05,1.75,0.25,0.005,1000,0.5616
1500,0.05,1.75,0.25,0.005,1000,0.6727
2000,0.05,1.75,0.25,0.005,1000,0.7275
2500,0.05,1.75,0.25,0.005,1000,0.7549
3000,0.05,1.75,0.25,0.005,1000,0.7961
500,0.1,1.75,0.25,0.005,1000,0.4419
1000,0.1,1.75,0.25,0.005,1000,0.6682
1500,0.1,1.75,0.25,0.005,1000,0.7397
2000,0.1,1.75,0.25,0.005,1000,0.7911
2500,0.1,1.75,0.25,0.005,1000,0.837
3000,0.1,1.75,0.25,0.005,1000,0.8749
500,0.15,1.75,0.25,0.005,1000,0.5092
1000,0.15,1.75,0.25,0.005,1000,0.7007
1500,0.15,1.75,0.25,0.005,1000,0.7781
2000,0.15,1.75,0.25,0.005,1000,0.8305
2500,0.15,1.75,0.25,0.005,1000,0.8825
3000,0.15,1.75,0.25,0.005,1000,0.9179
500,0.2,1.75,0.25,0.005,1000,0.5613
1000,0.2,1.75,0.25,0.005,1000,0.7287
1500,0.2,1.75,0.25,0.005,1000,0.8039
2000,0.2,1.75,0.25,0.005,1000,0.8673
2500,0.2,1.75,0.25,0.005,1000,0.9095
3000,0.2,1.75,0.25,0.005,1000,0.9442
500,0.25,1.75,0.25,0.005,1000,0.5896
1000,0.25,1.75,0.25,0.005,1000,0.7494
1500,0.25,1.75,0.25,0.005,1000,0.8293
2000,0.25,1.75,0.25,0.005,1000,0.8867
2500,0.25,1.75,0.25,0.005,1000,0.93
3000,0.25,1.75,0.25,0.005,1000,0.9581
500,0.3,1.75,0.25,0.005,1000,0.6117
1000,0.3,1.75,0.25,0.005,1000,0.7538
1500,0.3,1.75,0.25,0.005,1000,0.8478
2000,0.3,1.75,0.25,0.005,1000,0.9032
2500,0.3,1.75,0.25,0.005,1000,0.9452
3000,0.3,1.75,0.25,0.005,1000,0.9688
500,0.05,2,0.25,0.005,1000,0.4685
1000,0.05,2,0.25,0.005,1000,0.6828
1500,0.05,2,0.25,0.005,1000,0.7534
2000,0.05,2,0.25,0.005,1000,0.8012
2500,0.05,2,0.25,0.005,1000,0.8466
3000,0.05,2,0.25,0.005,1000,0.8829
500,0.1,2,0.25,0.005,1000,0.581
1000,0.1,2,0.25,0.005,1000,0.7354
1500,0.1,2,0.25,0.005,1000,0.8148
2000,0.1,2,0.25,0.005,1000,0.8727
2500,0.1,2,0.25,0.005,1000,0.9112
3000,0.1,2,0.25,0.005,1000,0.9447
500,0.15,2,0.25,0.005,1000,0.6264
1000,0.15,2,0.25,0.005,1000,0.7673
1500,0.15,2,0.25,0.005,1000,0.8528
2000,0.15,2,0.25,0.005,1000,0.9091
2500,0.15,2,0.25,0.005,1000,0.9483
3000,0.15,2,0.25,0.005,1000,0.9677
500,0.2,2,0.25,0.005,1000,0.6544
1000,0.2,2,0.25,0.005,1000,0.788
1500,0.2,2,0.25,0.005,1000,0.8695
2000,0.2,2,0.25,0.005,1000,0.9297
2500,0.2,2,0.25,0.005,1000,0.9628
3000,0.2,2,0.25,0.005,1000,0.9801
500,0.25,2,0.25,0.005,1000,0.6764
1000,0.25,2,0.25,0.005,1000,0.8116
1500,0.25,2,0.25,0.005,1000,0.8928
2000,0.25,2,0.25,0.005,1000,0.9511
2500,0.25,2,0.25,0.005,1000,0.9731
3000,0.25,2,0.25,0.005,1000,0.9876
500,0.3,2,0.25,0.005,1000,0.6833
1000,0.3,2,0.25,0.005,1000,0.8268
1500,0.3,2,0.25,0.005,1000,0.9069
2000,0.3,2,0.25,0.005,1000,0.9571
2500,0.3,2,0.25,0.005,1000,0.9797
3000,0.3,2,0.25,0.005,1000,0.9911
